Airlines,Flight Date,COVID Phase,Departure delay (Minutes),Delay Carrier (Minutes)_Dep,Delay Weather (Minutes)_Dep,Delay National Aviation System (Minutes)_Dep,Delay Security (Minutes)_Dep,Delay Late Aircraft Arrival (Minutes)_Dep,Total Flights_Dep,Cancelled Flights,Cancellation Rate (%),Arrival Delay (Minutes),Delay Carrier (Minutes)_Arr,Delay Weather (Minutes)_Arr,Delay National Aviation System (Minutes)_Arr,Delay Security (Minutes)_Arr,Delay Late Aircraft Arrival (Minutes)_Arr,Total Flights_Arr
JetBlue Airways,2019-11-30,Pre-COVID,-7.0,0,0,17,0,0,2,0.0,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-01,Pre-COVID,38.5,36,0,44,0,86,4,0.0,0.0,23.5,15.0,0.0,51.0,0.0,31.0,4.0
JetBlue Airways,2019-12-02,Pre-COVID,142.5,0,218,153,0,247,4,0.0,0.0,63.0,87.0,1.0,24.0,0.0,159.0,4.0
JetBlue Airways,2019-12-03,Pre-COVID,138.0,0,0,161,0,310,3,0.0,0.0,110.66666666666667,86.0,0.0,89.0,0.0,157.0,3.0
JetBlue Airways,2019-12-04,Pre-COVID,-3.6666666666666665,0,0,0,0,0,3,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2019-12-05,Pre-COVID,-5.5,22,0,0,0,0,4,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2019-12-06,Pre-COVID,24.75,39,0,0,0,73,4,0.0,0.0,18.25,5.0,0.0,90.0,0.0,0.0,4.0
JetBlue Airways,2019-12-07,Pre-COVID,20.5,34,0,0,0,4,2,0.0,0.0,14.0,6.0,0.0,11.0,0.0,0.0,2.0
JetBlue Airways,2019-12-08,Pre-COVID,23.25,37,0,6,0,73,4,0.0,0.0,9.5,74.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2019-12-09,Pre-COVID,34.25,8,0,35,0,119,4,0.0,0.0,28.75,5.0,0.0,36.0,0.0,86.0,4.0
JetBlue Airways,2019-12-10,Pre-COVID,144.66666666666666,372,0,0,0,35,3,0.0,0.0,10.666666666666666,0.0,0.0,52.0,0.0,0.0,3.0
JetBlue Airways,2019-12-11,Pre-COVID,17.0,0,0,5,0,69,3,0.0,0.0,21.333333333333332,0.0,0.0,79.0,0.0,0.0,3.0
JetBlue Airways,2019-12-12,Pre-COVID,60.5,5,0,2,0,243,4,0.0,0.0,66.5,94.0,0.0,17.0,0.0,169.0,4.0
JetBlue Airways,2019-12-13,Pre-COVID,-7.25,0,0,0,0,0,4,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2019-12-14,Pre-COVID,-1.5,0,0,0,0,0,2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-15,Pre-COVID,-5.75,0,0,0,0,0,4,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2019-12-16,Pre-COVID,144.25,74,0,0,0,485,4,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2019-12-17,Pre-COVID,150.0,37,0,24,0,406,3,0.0,0.0,140.66666666666666,164.0,0.0,171.0,0.0,87.0,3.0
JetBlue Airways,2019-12-18,Pre-COVID,39.333333333333336,9,0,24,0,91,3,0.0,0.0,41.0,76.0,0.0,35.0,0.0,21.0,3.0
JetBlue Airways,2019-12-19,Pre-COVID,-2.75,0,0,0,0,17,4,0.0,0.0,-8.25,7.0,0.0,0.0,0.0,13.0,4.0
JetBlue Airways,2019-12-20,Pre-COVID,98.5,69,0,0,0,100,2,0.0,0.0,63.0,113.0,0.0,13.0,0.0,0.0,2.0
JetBlue Airways,2019-12-21,Pre-COVID,258.0,10,0,0,0,499,2,0.0,0.0,250.5,478.0,0.0,0.0,0.0,27.0,2.0
JetBlue Airways,2019-12-22,Pre-COVID,17.0,13,0,17,0,18,2,0.0,0.0,11.0,8.0,0.0,2.0,0.0,8.0,2.0
JetBlue Airways,2019-12-23,Pre-COVID,177.5,33,0,14,0,321,2,0.0,0.0,143.5,115.0,0.0,11.0,0.0,195.0,2.0
JetBlue Airways,2019-12-24,Pre-COVID,12.0,24,0,0,0,0,2,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-25,Pre-COVID,-5.0,0,0,22,0,0,2,0.0,0.0,-15.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2019-12-26,Pre-COVID,33.666666666666664,83,0,13,0,0,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-27,Pre-COVID,-1.0,0,0,0,0,0,2,0.0,0.0,-15.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-28,Pre-COVID,0.5,0,0,0,0,0,2,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-29,Pre-COVID,1.0,0,0,0,0,0,2,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-30,Pre-COVID,19.0,25,0,0,0,3,2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2019-12-31,Pre-COVID,-7.5,0,0,0,0,0,2,0.0,0.0,-10.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-01,During-COVID,23.666666666666668,0,0,0,0,85,3,0.0,0.0,32.0,85.0,0.0,2.0,0.0,0.0,2.0
JetBlue Airways,2020-01-02,During-COVID,14.5,10,0,16,0,8,2,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-03,During-COVID,-1.5,0,0,0,0,0,2,0.0,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-04,During-COVID,18.5,8,0,5,0,21,2,0.0,0.0,18.0,0.0,0.0,26.0,0.0,0.0,2.0
JetBlue Airways,2020-01-05,During-COVID,-2.5,0,0,0,0,0,2,0.0,0.0,-9.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-06,During-COVID,9.333333333333334,0,0,0,0,0,3,0.0,0.0,1.3333333333333333,26.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-07,During-COVID,-6.0,0,0,0,0,0,3,0.0,0.0,-7.666666666666667,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-08,During-COVID,-5.333333333333333,0,0,0,0,0,3,0.0,0.0,-14.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-09,During-COVID,-7.0,0,0,0,0,0,3,0.0,0.0,-18.666666666666668,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-10,During-COVID,-7.333333333333333,0,0,0,0,0,3,0.0,0.0,-10.333333333333334,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-11,During-COVID,-9.5,0,0,20,0,0,2,0.0,0.0,-15.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-12,During-COVID,11.0,0,0,0,0,21,3,0.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-13,During-COVID,-9.0,0,0,0,0,0,3,0.0,0.0,-6.333333333333333,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-14,During-COVID,-7.0,0,0,0,0,0,2,0.0,0.0,-6.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-15,During-COVID,-11.5,0,0,0,0,0,2,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-16,During-COVID,4.333333333333333,0,0,1,0,29,3,0.0,0.0,6.666666666666667,0.0,0.0,32.0,0.0,0.0,3.0
JetBlue Airways,2020-01-17,During-COVID,-11.666666666666666,0,0,0,0,0,3,0.0,0.0,-15.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-18,During-COVID,-15.0,0,0,0,0,0,2,0.0,0.0,-24.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-19,During-COVID,27.666666666666668,5,0,0,0,56,3,0.0,0.0,26.333333333333332,46.0,0.0,47.0,0.0,0.0,3.0
JetBlue Airways,2020-01-20,During-COVID,-6.0,0,0,76,0,0,3,0.0,0.0,-28.666666666666668,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-01-21,During-COVID,-9.0,0,0,0,0,0,2,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-22,During-COVID,-6.5,0,0,0,0,0,2,0.0,0.0,-28.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-23,During-COVID,-15.5,0,0,0,0,0,2,0.0,0.0,-25.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-24,During-COVID,-12.5,0,0,0,0,0,2,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-25,During-COVID,-20.0,0,0,0,0,0,2,0.0,0.0,-29.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-26,During-COVID,-13.5,0,0,0,0,0,2,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-27,During-COVID,-6.5,0,0,0,0,0,2,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-28,During-COVID,0.0,0,0,0,0,0,2,0.0,0.0,2.5,0.0,0.0,22.0,0.0,0.0,2.0
JetBlue Airways,2020-01-29,During-COVID,-11.0,0,0,0,0,0,2,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-30,During-COVID,-15.5,0,0,0,0,0,2,0.0,0.0,-27.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-01-31,During-COVID,-9.5,0,0,0,0,0,2,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-01,During-COVID,-3.5,0,0,0,0,0,2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-02,During-COVID,-8.0,0,0,0,0,0,2,0.0,0.0,-29.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-03,During-COVID,-2.0,0,0,0,0,0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-04,During-COVID,-11.0,0,0,0,0,0,2,0.0,0.0,-16.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-05,During-COVID,-12.5,0,0,0,0,0,2,0.0,0.0,-16.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-06,During-COVID,1.5,0,0,0,0,0,2,0.0,0.0,8.5,0.0,0.0,31.0,0.0,0.0,2.0
JetBlue Airways,2020-02-07,During-COVID,2.5,0,0,8,0,20,2,0.0,0.0,5.0,23.0,0.0,5.0,0.0,0.0,2.0
JetBlue Airways,2020-02-08,During-COVID,-10.0,0,0,0,0,0,2,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-09,During-COVID,-7.5,0,0,0,0,0,2,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-10,During-COVID,-7.0,0,0,0,0,0,2,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-02-11,During-COVID,-9.0,0,0,0,0,0,2,0.0,0.0,0.6666666666666666,5.0,0.0,17.0,0.0,0.0,3.0
JetBlue Airways,2020-02-12,During-COVID,-13.666666666666666,0,0,0,0,0,3,0.0,0.0,-9.333333333333334,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-13,During-COVID,16.333333333333332,3,0,0,0,35,3,0.0,0.0,21.0,35.0,0.0,47.0,0.0,0.0,3.0
JetBlue Airways,2020-02-14,During-COVID,-10.0,0,0,0,0,0,3,0.0,0.0,-26.666666666666668,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-15,During-COVID,133.0,51,0,26,0,329,3,0.0,0.0,122.66666666666667,359.0,0.0,0.0,0.0,9.0,3.0
JetBlue Airways,2020-02-16,During-COVID,18.0,0,0,0,0,58,3,0.0,0.0,10.0,13.0,0.0,0.0,0.0,55.0,3.0
JetBlue Airways,2020-02-17,During-COVID,27.333333333333332,37,0,0,0,40,3,0.0,0.0,9.333333333333334,46.0,0.0,3.0,0.0,0.0,3.0
JetBlue Airways,2020-02-18,During-COVID,24.333333333333332,21,0,1,0,14,3,0.0,0.0,68.66666666666667,150.0,0.0,21.0,0.0,35.0,3.0
JetBlue Airways,2020-02-19,During-COVID,-10.666666666666666,0,0,0,0,0,3,0.0,0.0,-16.333333333333332,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-20,During-COVID,12.666666666666666,19,0,0,0,0,3,0.0,0.0,3.6666666666666665,31.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-21,During-COVID,1.0,0,0,50,0,0,3,0.0,0.0,-24.333333333333332,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-22,During-COVID,-10.333333333333334,0,0,0,0,0,3,0.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-23,During-COVID,-1.3333333333333333,0,0,0,0,0,3,0.0,0.0,-19.333333333333332,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-24,During-COVID,23.666666666666668,8,0,8,0,49,3,0.0,0.0,16.333333333333332,30.0,0.0,0.0,0.0,19.0,3.0
JetBlue Airways,2020-02-25,During-COVID,1.3333333333333333,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-26,During-COVID,-8.5,0,0,0,0,0,4,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-27,During-COVID,-6.666666666666667,0,0,0,0,0,3,0.0,0.0,-8.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-28,During-COVID,-7.333333333333333,0,0,0,0,0,3,0.0,0.0,-16.333333333333332,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-02-29,During-COVID,-11.0,0,0,0,0,0,2,0.0,0.0,-23.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-03-01,During-COVID,0.6666666666666666,0,0,0,0,0,3,0.0,0.0,-6.333333333333333,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-02,During-COVID,4.333333333333333,0,0,29,0,18,3,0.0,0.0,3.3333333333333335,0.0,0.0,26.0,0.0,0.0,3.0
JetBlue Airways,2020-03-03,During-COVID,-9.666666666666666,0,0,0,0,0,3,0.0,0.0,-9.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-04,During-COVID,-7.666666666666667,0,0,0,0,0,3,0.0,0.0,-5.666666666666667,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-05,During-COVID,9.333333333333334,0,0,0,0,0,3,0.0,0.0,9.0,18.0,0.0,27.0,0.0,0.0,3.0
JetBlue Airways,2020-03-06,During-COVID,37.666666666666664,0,0,12,0,106,3,0.0,0.0,38.333333333333336,111.0,0.0,16.0,0.0,0.0,3.0
JetBlue Airways,2020-03-07,During-COVID,-12.5,0,0,0,0,0,2,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-03-08,During-COVID,-11.0,0,0,0,0,0,3,0.0,0.0,-21.666666666666668,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-09,During-COVID,-12.333333333333334,0,0,0,0,0,3,0.0,0.0,-15.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-10,During-COVID,-14.0,0,0,0,0,0,3,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-11,During-COVID,-7.333333333333333,0,0,0,0,0,3,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-12,During-COVID,-5.666666666666667,0,0,0,0,0,3,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-13,During-COVID,11.0,0,0,0,0,41,3,0.0,0.0,13.333333333333334,29.0,0.0,11.0,0.0,15.0,3.0
JetBlue Airways,2020-03-14,During-COVID,-11.0,0,0,0,0,0,2,0.0,0.0,-15.5,0.0,0.0,0.0,0.0,0.0,2.0
JetBlue Airways,2020-03-15,During-COVID,13.0,0,0,0,0,47,3,0.0,0.0,7.25,58.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-16,During-COVID,-6.25,0,0,0,0,0,4,1.0,25.0,-6.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-17,During-COVID,-7.0,0,0,0,0,0,4,1.0,25.0,-10.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-18,During-COVID,-15.0,0,0,0,0,0,4,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-19,During-COVID,-12.25,0,0,0,0,0,4,0.0,0.0,-22.25,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-20,During-COVID,-5.5,0,0,0,0,0,4,0.0,0.0,-3.75,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-21,During-COVID,14.333333333333334,15,0,0,0,0,3,0.0,0.0,6.666666666666667,0.0,0.0,27.0,0.0,0.0,3.0
JetBlue Airways,2020-03-22,During-COVID,16.25,33,0,0,0,38,4,0.0,0.0,22.0,47.0,0.0,47.0,0.0,0.0,4.0
JetBlue Airways,2020-03-23,During-COVID,30.25,27,0,2,0,96,4,0.0,0.0,32.5,0.0,0.0,131.0,0.0,0.0,4.0
JetBlue Airways,2020-03-24,During-COVID,-1.5,0,0,0,0,0,4,2.0,50.0,-0.5,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-25,During-COVID,-3.75,18,0,14,0,0,4,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-26,During-COVID,-6.75,0,0,0,0,0,4,3.0,75.0,-6.75,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-27,During-COVID,-4.75,0,0,0,0,0,4,2.0,50.0,-17.75,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-28,During-COVID,-6.666666666666667,0,0,0,0,0,3,1.0,33.33333333333333,-13.666666666666666,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-03-29,During-COVID,-6.25,0,0,0,0,0,4,2.0,50.0,-7.75,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-30,During-COVID,0.0,0,0,0,0,0,4,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-03-31,During-COVID,-1.75,0,0,0,0,0,4,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
JetBlue Airways,2020-04-01,During-COVID,-0.3333333333333333,0,0,0,0,0,3,2.0,66.66666666666666,-13.333333333333334,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-04-02,During-COVID,0.0,0,0,0,0,0,3,3.0,100.0,-12.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-04-03,During-COVID,-4.333333333333333,0,0,0,0,0,3,2.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0
JetBlue Airways,2020-04-04,During-COVID,-14.0,0,0,0,0,0,1,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-05,During-COVID,0.0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-06,During-COVID,0.0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-07,During-COVID,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-08,During-COVID,-15.0,0,0,0,0,0,1,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-09,During-COVID,-24.0,0,0,0,0,0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-10,During-COVID,-27.0,0,0,0,0,0,1,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-11,During-COVID,-28.0,0,0,0,0,0,1,0.0,0.0,-27.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-12,During-COVID,-12.0,0,0,0,0,0,1,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-13,During-COVID,0.0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-16,During-COVID,-22.0,0,0,0,0,0,1,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-17,During-COVID,-14.0,0,0,0,0,0,1,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-19,During-COVID,-13.0,0,0,0,0,0,1,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-20,During-COVID,0.0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-23,During-COVID,-9.0,0,0,0,0,0,1,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-24,During-COVID,-16.0,0,0,0,0,0,1,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-26,During-COVID,0.0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-27,During-COVID,-20.0,0,0,0,0,0,1,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-04-30,During-COVID,-14.0,0,0,0,0,0,1,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-02,During-COVID,-23.0,0,0,0,0,0,1,0.0,0.0,-27.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-05,During-COVID,-21.0,0,0,0,0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-07,During-COVID,-19.0,0,0,0,0,0,1,0.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-09,During-COVID,-17.0,0,0,0,0,0,1,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-12,During-COVID,-16.0,0,0,0,0,0,1,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-14,During-COVID,-21.0,0,0,0,0,0,1,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-16,During-COVID,-11.0,0,0,0,0,0,1,0.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-19,During-COVID,-17.0,0,0,0,0,0,1,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-21,During-COVID,-14.0,0,0,0,0,0,1,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-23,During-COVID,-10.0,0,0,0,0,0,1,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-26,During-COVID,-5.0,0,0,0,0,0,1,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-28,During-COVID,-5.0,0,0,0,0,0,1,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-05-30,During-COVID,-13.0,0,0,0,0,0,1,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-01,During-COVID,-11.0,0,0,0,0,0,1,0.0,0.0,-22.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-04,During-COVID,-21.0,0,0,0,0,0,1,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-05,During-COVID,-9.0,0,0,0,0,0,1,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-07,During-COVID,-17.0,0,0,0,0,0,1,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-08,During-COVID,-13.0,0,0,0,0,0,1,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-11,During-COVID,-9.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-12,During-COVID,37.0,0,0,0,0,22,1,0.0,0.0,59.0,6.0,0.0,0.0,0.0,53.0,1.0
JetBlue Airways,2020-06-14,During-COVID,-7.0,0,0,0,0,0,1,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-15,During-COVID,-18.0,0,0,0,0,0,1,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-18,During-COVID,-5.0,0,0,24,0,0,1,0.0,0.0,16.0,8.0,0.0,8.0,0.0,0.0,1.0
JetBlue Airways,2020-06-19,During-COVID,-12.0,0,0,0,0,0,1,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-21,During-COVID,-10.0,0,0,0,0,0,1,0.0,0.0,15.0,8.0,0.0,7.0,0.0,0.0,1.0
JetBlue Airways,2020-06-22,During-COVID,-12.0,0,0,0,0,0,1,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-25,During-COVID,-7.0,0,0,0,0,0,1,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-26,During-COVID,-17.0,0,0,0,0,0,1,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-06-28,During-COVID,18.0,0,0,2,0,18,1,0.0,0.0,32.0,3.0,0.0,29.0,0.0,0.0,1.0
JetBlue Airways,2020-06-29,During-COVID,-10.0,0,0,0,0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-07-02,During-COVID,-13.0,0,0,0,0,0,1,0.0,0.0,-27.0,0.0,0.0,0.0,0.0,0.0,1.0
JetBlue Airways,2020-07-03,During-COVID,-17.0,0,0,0,0,0,1,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,1.0
